Species,Stranding_Day,Turtle_Number,Location,Stranding_ID_number,Tail_Length,Sex,Condition,Condition_Description,Flipper_Tag,PIT_Tag,Living_Tag,SCL_Tip,SCL_Notch,SCW,Anterior_depth,Plastron_length,Head_length,Head_width,Front_Flipper_Chord_Length,Front_Flipper_Claw_Length,Rear_Flipper_Chord_Length,Dorsal_Tail_Length,Tail_Vent_to_Tip_Length,Curved_Carapce_length_TIP,CCL_notch,Curved_carapace_Width,Barnacles,Weight,Date_Necropsied,Examiner_Affiliation,Necropsy_Description,Eyeses_Sunoken,Skeletal_Features_Prominoenot,Heavy_Epibiota,Leeches,Goosenoeck_Barnoacles,Head_Appendages_Epibiota,Carapace_Epibiota,Plastron_Epibiota,Muscle_Status,Fat_Status,Joint_Fluid,Coelomic_Fluid_Volume,Blood_Ino_Heart_Chambers,Heart_Weight,Liver_Weight,Spleen_Weight,Kidney_Weight,GOvarynads,Testes_Characterization,Testes_Length,Testes_Width,Epididymis_Characterization,Ovaries_Characterization,Ovary_Length,Oviduct_Characterization,Trachea_Foam_Froth,Trachea_Foam_Froth_Anoterior,Trachea_Foam_Froth_Posterior,Trachea_Foam_Froth_Amount,Trachea_Sanod_Sedimenot,Trachea_Bronchi_Findings,Brain_Weight
Chelonia mydas,4,28,St. Joe's Bay,NME20100110_028,.,Female,2,Moderately Decomposed,no,no,no,31.8,31,26.8,10.4,26.4,8.8,5.3,17.7,8.7,10,2.9,1.9,32.8,32,29.7,no,3.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,4,0,Well muscled/No atrophy,Mild to moderate atrophy,.,15,.,11.7,63.3,3.5,15,Ovary,.,.,.,.,all follicles <4 mm diameter,3,<3 mm diametermm,no,.,.,.,no,.,2.4
Chelonia mydas,4,29,"St. Joseph Bay, Florida",NME20100110_029,0.8,Female,.,,no,no,no,50.8,50.3,42.5,16.7,42.6,13.2,7.8,27.4,13.5,17.9,5.6,3.6,53.3,53.2,46.2,no,17.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,1,2,0,Well muscled/no atrophy,Abundant/No atrophy,"Blood-tinged, viscous",copious,yes,76.8,299,21.4,81.2,Ovary,.,.,.,.,all follicles <4 mm diameter,9.8,<3 mm diameter,yes,yes,yes,"small ant, moderate post",.,.,2.5
Chelonia mydas,4,30,St. Joe's Bay,NME20100110_030,0.1,Male,1,Fresh Dead,no,no,no,32.6,32.4,27.2,10.8,27.9,9.2,5.8,19.8,10.2,11.5,3.9,2.2,34.2,33.7,29.9,no,4.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/No atrophy,Mild to moderate atrophy,No Significant Findings,20,yes,13.8,80,5.6,.,Testes,Flat,5.2,0.5,Not expanded from wall,.,.,.,no,.,.,.,.,No Significant Findings,2.5
Chelonia mydas,4,31,St. Joe's Bay,NME20100110_031,0,Male,2,Moderately Decomposed,no,no,no,28.8,28.4,22.4,9.1,22.9,8.4,5.2,16.8,8.3,10,3.3,2.3,29.6,29.2,24.8,no,2.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,5,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",30,no,8.4,58.1,3.7,12.9,Testes,Flat,4,0.6,Not expanded from wall,.,.,.,no,.,.,.,no,.,1.8
Chelonia mydas,4,32,St. Joe's Bay,NME20100110_032,0,Female,2,Moderately Decomposed,.,.,.,28.6,28.2,23.1,10.3,23.8,8.6,5.2,16.8,8.7,10.6,2.5,1.7,29.7,29.5,25.5,no,3,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,5,1,.,.,.,20,yes,10,55.2,3.1,14.1,Ovary,.,.,.,.,all follicles <4 mm diameter,3.5,<3 mm diametermm,no,.,.,.,no,.,1.8
Chelonia mydas,4,33,"St. Joseph Bay, Florida",NME20100110_033,0.4,Female,1,Fresh Dead,no,no,no,48.4,48.2,39.2,15,40.4,12.4,7.7,24.6,11.8,16.4,5.5,3.6,50.6,50.3,43.2,no,13.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,<1,0,Well muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",20,yes,46.3,209.6,21.7,62.4,Ovary,.,.,.,.,all follicles <4 mm diameter,10,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,3.8
Chelonia mydas,4,34,"St. Joseph Bay, Florida",NME20100110_034,0,Male,2,Moderately Decomposed,no,no,no,30.3,30,24.6,9.3,24.9,8.6,4.9,17.3,8.4,10,4.1,2,31.5,31.3,27.5,no,3.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,.,no,no,0,0,0,Well muscled/no atrophy,Mild/Moderate atrophy,Blood-tinged,.,yes,12.5,86.5,6,.,Testes,flat,3.5,0.7,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2.2
Chelonia mydas,4,35,"St. Joseph Bay, Florida",NME20100110_035,0.9,Female,2,Moderately Decomposed,no,no,no,33.8,33.5,26.5,11.5,27.5,9.2,6.2,19.5,9.7,13.2,4.3,3.2,35.5,34.9,29,no,5.2,,.,External and Internal,no,no,no,no,no,0,4,0,Well-muscled/no atrophy,Abudnant/No atrophy,"Blood-tinged, viscous",.,yes,18,125,8.5,22.9,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,yes,"Small post, moderate ant",no,No Significant Findings,1.9
Chelonia mydas,4,36,"St. Joseph Bay, Florida",NME20100110_036,0.7,Female,2,Moderately Decomposed,no,no,no,45.1,44.6,28.4,10.9,28.4,9.4,6,18.5,9.7,11.6,3.9,3.1,37.5,37.1,32.1,no,5,,North Carolina Wildlife Resources Commission,External and Internal,no,.,no,no,no,0,2,0,Well muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",40,yes,16,120,6.1,25.6,Ovary,.,.,.,.,all follicles <4 mm diameter,6.3,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,.
Chelonia mydas,4,37,"St. Joseph Bay, Florida",NME20100110_037,0,Female,1,Fresh Dead,no,no,no,34,33.5,29.3,11.2,27.8,.,.,19,10.5,12.2,3.1,1.9,35.5,35,33,no,5.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,0,<1,Well-muscled/no atrophy,Mild/Moderate atrophy,Blood-tinged,copious,yes,24.1,116.9,8.7,24.3,Ovary,.,.,.,.,all follicles <4 mm diameter,5.3,<3 mm diameter,yes,yes,yes,"Small posterior, moderate anterior",no,No Significant Findings,2.9
Chelonia mydas,4,38,"St. Joseph Bay, Florida",NME20100110_038,0,Male,.,,no,no,no,32,31.8,26.8,10.8,26.7,8.9,5.6,17.7,9.1,11.1,3.3,2.7,34,33.2,29.2,no,4,,.,External and Internal,no,no,no,no,no,0,25,0,Well muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,10,yes,15.7,105.6,6.5,18.6,Testes,flat,3.9,0.7,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,1.7
Chelonia mydas,4,39,"St. Joseph Bay, Florida",NME20100110_039,0.6,Male,.,,no,no,no,55,54.7,43.2,18.2,46.1,13.7,8.5,28.9,14.3,19.2,5.6,3.4,58.7,57.3,49.7,no,21.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,5,0,Well muscled/no atrophy,Abundant/No atrophy,Blood-tinged,2000,yes,81.9,410,27.7,107.2,Testes,flat,9.4,1.6,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,3.3
Chelonia mydas,4,40,"St. Joseph Bay, Florida",NME20100110_040,0,Undetermined,1,Fresh Dead,no,no,no,25.6,25.2,20.1,8.5,.,7.4,.,13.6,7.9,9.2,2.9,2.3,26.4,26.1,21.6,no,1.8,,North Carolina State University College of Veterinary Medicine,External and Internal,yes,no,no,no,no,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Chelonia mydas,4,41,"St. Joseph Bay, Florida",NME20100110_041,0.2,Male,1,Fresh Dead,no,no,no,43.1,41.8,33.7,12.7,.,10.8,.,32.2,10.5,14,6.2,3.9,44.9,44.2,36.7,no,9.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,Mild/Moderate atrophy,Blood-tinged (slightly),60,yes,28,.,30,.,Testes,flat,7.5,1.1,Not expanded from wall,.,.,.,yes,.,yes,small,no,.,.
Chelonia mydas,4,43,"St. Joseph Bay, Florida",NME20100110_043,0,Female,2,Moderately Decomposed,no,no,no,31.3,31,24.8,10.2,26.1,8.9,5.2,18.3,9.4,11.2,3.4,2.2,33.6,33.2,28.1,"measuremenots affected noot byes barnoacles, but missinog tip",3,,NMFS SEFSC SEFSC,External and Internal,yes,yes,no,no,no,0,1,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged,copious,yes,10.5,63.7,4.3,11.2,Ovary,.,.,.,.,all follicles <4 mm diameter,4.1,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,1.6
Chelonia mydas,4,44,"St. Joseph Bay, Florida",NME20100110_044,.,Female,1,Fresh Dead,no,no,no,36,35.5,29,12.7,.,9.4,.,18.1,9.3,12.1,3.7,2.1,38.3,37.4,32.2,no,5.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,.,no,0,0,0,Well muscled/no atrophy,Mild/Moderate atrophy,No Significant Findings,30,yes,27,.,3,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,3
Chelonia mydas,4,45,"St. Joseph Bay, Florida",NME20100110_045,.,Female,.,,no,no,no,42.5,41.8,36.2,13.6,35.3,10.5,6.7,23.7,11.4,14.4,4.1,too swollen to measure,43.9,43.1,40.5,no,9,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,yes (should be no),no,no,0,10,0,Well muscled/no atrophy,Mild/moderate atrophy,"Cloudy/solid material, abundant",.,yes,26.9,158,10.1,36,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,no,.,.,.,no,No Significant Findings,2.6
Chelonia mydas,4,49,"St. Joseph Bay, Florida",NME20100110_049,na,Female,2,Moderately Decomposed,no,no,no,26.4,26.1,21.2,9.1,.,7.4,.,14.7,6.3,8.7,3.3,2.2,27.5,27.2,24.7,no,1.2 (weight affected by scavengerdamage),,.,External and Internal,no,no,no,no,no,0,1,0,Could not Be Determined,Could not Be Determined,No Significant Findings,0,Could noot Be Determinoed,Could not Be Determined,Could not Be Determined,Could not Be Determined,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4,<3 mm diameter,Could noot Be Determinoed,Could noot Be Determinoed,Could noot Be Determinoed,Could not Be Determined,Could noot Be Determinoed,Could not Be Determined,2.2
Chelonia mydas,4,50,"St. Joseph Bay, Florida",NME20100110_050,.,Female,1,Fresh Dead,no,no,no,47,46.5,38.3,15.3,.,11,.,23.9,12.2,15.3,5.1,3.6,49.5,48.5,42.8,yes,12,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,<1,2,2,Well muscled/no atrophy,Severe atrophy,Blood-tinged,copious,yes,44.9,220.1,10.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,9.6,<3 mm diameter,yes,yes,.,copious,no,No Significant Findings,3.6
Chelonia mydas,4,51,"St. Joseph Bay, Florida",NME20100110_051,.,Male,.,,no,no,no,30.3,29.9,25.2,10.9,.,8.5,.,17.8,8.6,11.5,2.6,2.8,32.4,31.9,27.8,no,3.6,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,2,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",copious,yes,11.8,68,6,.,Testes,flat,5,0.7,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,2
Chelonia mydas,4,52,"St. Joseph Bay, Florida",NME20100110_052,.,Male,.,,no,no,no,32.3,31.6,26.4,10.9,.,8.7,.,17.5,9.1,10.9,3.3,2.4,33.6,32.8,28.4,no,3.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,.,.,0,2,0,Well muscled/no atrophy,Mild/Moderate atrophy,Blood-tinged,25,yes,10.1,69.7,3.9,26.9,Testes,flat,6.5,0.4,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2
Chelonia mydas,4,53,"St. Joseph Bay, Florida",NME20100110_053,0.6,Male,1,Fresh Dead,no,no,no,39.1,38.7,32.1,12.4,.,9.5,.,20.7,10.2,13.5,4.6,2.8,41.7,41.4,35.4,no,7.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,Mild/Moderate atrophy,No Significant Findings,50,yes,18.5,145.7,6.2,.,Testes,flat,6,0.7,Not expanded from wall,.,.,.,yes,.,yes,small,no,No Significant Findings,2.5
Chelonia mydas,4,54,"St. Joseph Bay, Florida",NME20100110_054,.,Male,.,,no,no,no,26.3,26,21.7,8.5,.,7.8,.,15.3,8.1,9.3,3.4,2,27.2,26.9,23.2,no,2,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Abundant/No atrophy,No Significant Findings,moderate,yes,8.7,42.2,1.6,.,Testes,flat,4,0.5,.,.,.,.,yes,yes,yes,small,no,No Significant Findings,1.9
Chelonia mydas,4,55,"St. Joseph Bay, Florida",NME20100110_055,0.2,Female,2,Moderately Decomposed,no,no,no,27.7,27.5,23.9,9.3,23.6,7.5,5,15.7,7.7,8.3,3.1,2.6,29.3,28.9,25.8,no,2.9,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Mild/Moderate Atrophy,Mild/Moderate atrophy,"Blood-tinged, viscous",10,yes,12.4,45.6,3.8,10.6,Ovary,.,.,.,.,all follicles <4 mm diameter,3.5,<3 mm diameter,no,.,.,.,.,Other,1.5
Chelonia mydas,4,57,"St. Joseph Bay, Florida",NME20100110_057,.,Male,.,,no,no,no,21.1,20.9,16.9,7.5,.,6.7,.,13.2,6.7,7.9,2.4,1.6,21.7,21.3,18.5,no,1.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Abundant/no atrophy,Blood-tinged,5,yes,3.8,20.9,1.2,4.8,Testes,flat,2.1,0.3,Not expanded from wall,.,.,.,yes,.,.,.,no,No Significant Findings,.
Chelonia mydas,4,58,"St. Joseph Bay, Florida",NME20100110_058,na,Female,1,Fresh Dead,no,no,no,36.3,35.5,30.2,12,.,9.4,.,19.6 (L),9.9,11.81 (L),4,2.3,38.2,37.5,35.3,no,5.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,2,0,Well muscled/no atrophy,Mild/Moderate atrophy,No Significant Findings,scant,yes,19,.,6,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,no,.,.,.,no,No Significant Findings,3
Chelonia mydas,4,77,"St. Joseph Bay, Florida",NME20100110_077,0.5,Female,.,,no,no,no,52.3,51.9,39.6,17.1,43.2,12.3,7.8,25.9,12,17.6,5.5,3.6,55.1,54.7,45.7,no,15.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,<1,0,Well muscled/no atrophy,Abundant/no atrophy,Blood-tinged,40,.,.,359.7,28.6,57.4,Ovary,.,.,.,.,all follicles <4 mm diameter,8,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,3.5
Chelonia mydas,4,112,"St. Joseph Bay, Florida",NME20100110_112,0,Female,1,Fresh Dead,no,no,no,34.8,34.1,27.5,11.7,.,9.9,.,19.5,8.7,11.5,4.1,2.5,36.3,36,30.4,no,5.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Abundant/No atrophy,"Blood-tinged, viscous",20,yes,31,163,10,25,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,yes,"Small anterior, copious posterior",no,No Significant Findings,2
Chelonia mydas,4,UUE487,"St. Joseph Bay, Florida",NME20100110_UUE487,0,Female,.,,UUE487/UUE488,445E1E3CBC,no,36.6,36.3,28.4,11.5,30.3,9.9,6.2,20.6,9.7,12.1,3.4,2.1,38.5,38.2,32.2,no,5.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,.,.,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,Blood-tinged,.,yes,16.2,118.5,6,34.2,Ovary,.,.,.,.,all follicles <4 mm diameter,5,<3 mm diameter,yes,yes,yes,copious,no,No Significant Findings,2.6
Chelonia mydas,5,3,"St. Joseph Bay, Florida",NME20100111_003,0,Female,1,Fresh Dead,no,no,no,54.7,54.5,45,17.4,.,13.6,.,27.7,12.2,18.1,4.4,3.8,58.2,57.5,50.8,no,21.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,yes (eggs),no,1,1,0,Well muscled/no atrophy,Abundant/no atrophy,Blood-tinged,60,yes,110,467,39.4,120,Ovary,.,.,.,.,all follicles <4 mm diameter,7.5,<3 mm diameter,yes,yes,yes,"Small anterior, copious posterior",.,.,.
Chelonia mydas,5,6,"St. Joseph Bay, Florida",NME20100111_006,.,Female,1,Fresh Dead,no,no,no,24,23.6,19.4,8.1,.,7.3,.,14,7.2,8.6,2.3,1.9,25.4,25.3,23.2,no,2.4,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,.,.,yes,7,39,1,.,Ovary,.,.,.,.,>4,3.9,<3 mm diameter,no,.,.,.,no,.,2
Chelonia mydas,5,7,"St. Joseph Bay, Florida",NME20100111_007,0.2,Female,1,Fresh Dead,no,no,no,32.9,32.5,26.1,9.8,.,8.7,.,16.5,8.2,11.2,3.2,2.5,34.5,34.3,27.8,no,4.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes,no,no,no,0,<5,0,mild to moderate atrophy,abundant/no atrophy,No Significant Findings-clear viscous,0,yes,13,102,7,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5,<3 mm diameter,no,.,.,.,no,No Significant Findings,3
Chelonia mydas,5,8,"St. Joseph Bay, Florida",NME20100111_008,.,Female,1,Fresh Dead,no,no,no,32.5,32.1,26.9,11,.,8.7,.,18.6,9.1,11.3,3.6,2.5,34.7,34.5,31.1,no,4.8,,NMFS SEFSC SEFSC,External and Internal,no, ,no,no,no,0,3,1,Well muscled/no atrophy,Mild/moderate atrophy,.,.,.,15,119,6,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.8,<3 mm diameter,no,.,.,.,no,.,3
Chelonia mydas,5,21,"St. Joseph Bay, Florida",NME20100111_021,0,Female,1,Fresh Dead,no,no,no,30.9,30.4,25.6,11.3,.,7.9,.,17.2,8.1,10.3,3.3,2.1,31.9,31.7,28.5,no,4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,5,0,Well muscled/no atrophy,abundant/no atrophy,No Significant Findings ,.,yes,16.3,115.5,4.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,2.7
Chelonia mydas,5,26,"St. Joseph Bay, Florida",NME20100111_026,.,Male,1,Fresh Dead,no,no,no,28.9,28.6,23.7,8.8,.,8.4,.,16.2,9.7,10.1,3.2,2,30.2,29.5,26.7,no,2.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,.,.,0,2,0,mild to moderate atrophy,Mild/moderate atrophy,"Blood-tinged, viscous",25,yes,8.7,60,2.3,11.2,Testes,flat,3.8,0.4,not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2.3
Chelonia mydas,5,27,"St. Joseph Bay, Florida",NME20100111_027,.,Male,1,Fresh Dead,no,no,no,33,32.7,28,11.1,.,9.4,.,17.2,9,10.7,3.1,2.2,34.2,33.7,30.9,no,4.2,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,.,copius,yes,18.1,125,7,.,Testes,flat,4.5,1,not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2.7
Chelonia mydas,5,28,"St. Joseph Bay, Florida",NME20100111_028,1.4,Male,1,Fresh Dead,no,no,no,38.7,38.2,31,12.2,.,10.1,.,21.1,10.2,14,3.8,2.8,40.4,39.8,33.7,no,7,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,3,1,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,35,yes,18.9,199,7.3,.,Testes,flat,7,0.6,.,.,.,.,yes,yes,yes,moderate,no,.,3.6
Chelonia mydas,5,29,"St. Joseph Bay, Florida",NME20100111_029,0,Male,1,Fresh Dead,no,no,no,42,41.2,34.3,13.9,.,11.3,.,21.5,11.2,13.1,4.1,2.6,43.9,43,38.9,no,8.3,,North Carolina Wildlife Resources Commission ,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,abundant/no atrophy-multiple bright orange nodules throughout (approx 1mm),blood-tinged-viscous,copious,yes,44.9,219.7,11,.,Testes,.,5.5,1.5,.,.,.,.,yes,yes,yes,moderate,no,No Significant Findings,4.4
Chelonia mydas,5,30,"St. Joseph Bay, Florida",NME20100111_030,n/a,Female,1,Fresh Dead,no,no,no,40.4,39.9,34.1,13.4,.,11,.,20.6,10.4,13.5,4.3,2.6,42.6,42.2,39.5,no,8.1,,North Carolina State University College of Veterinary Medicine,External and Internal,yes-mild,no,no,no,no,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,15 est (frozen),yes,26.5,179.3,12.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,7.2x0.9,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,2.3
Chelonia mydas,5,31,"St. Joseph Bay, Florida",NME20100111_031,0.1,Female,1,Fresh Dead,no,no,no,37.2,36.5,30.3,12.7,.,10.3,.,20.2,10.2,13.2,4.6,2.7,38.7,38.2,34.5,no,6,,NMFS SEFSC,External and Internal,no, ,no,no,no,0,3,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,10-May,yes,35.1,179.9,10.8,37.9 lft,Ovary,.,.,.,.,all follicles <4 mm diameter,5.7,<3 mm diameter,yes,yes,yes,ant=small; post=copius,no,No Significant Findings,3.3
Chelonia mydas,5,32,"St. Joseph Bay, Florida",NME20100111_032,.,Female,1,Fresh Dead,no,no,no,35.3,34.4,27.4,11.7,.,9.2,.,20.4,8.8,12.5,3.8,2.7,36.3,35.5,30.4,no,5.2,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,copius,yes,21.8,106,8.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,.,yes,small,no,No Significant Findings,1.8
Chelonia mydas,5,33,"St. Joseph Bay, Florida",NME20100111_033,0,Female,1,Fresh Dead,no,no,no,38.1,37.9,29.7,13,.,9.7,.,18.6,10.4,12.7,3.7,2.9,39.8,39.1,33.1,no,6,,North Carolina State University College of Veterinary Medicine,External and Internal,yes-mild, ,no,no,no,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,Could not Be Determined,yes,31.7,143.3,6.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,8.2 x1.5,.,yes,.,yes,small,no,No Significant Findings,3.4
Chelonia mydas,5,34,"St. Joseph Bay, Florida",NME20100111_034,.,Female,1,Fresh Dead,no,no,no,42.7,42,34.7,13.5,.,11.2,.,22.2,10.8,15.4,5.2,4,45.4,44.5,38,no,8.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/No atrophy,Abundant/No Atrophy,Blood-tinged,15,yes,51.8,224.8,9,51.7,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,no,.,.,.,no,No Significant Findings,3.7
Chelonia mydas,5,35,"St. Joseph Bay, Florida",NME20100111_035,0,Male,.,,no,no,no,44.2,43.6,34.9,15.6,.,11.5,.,24,11.9,16.1,4,2.9,47.3,46.5,39.7,no,9.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,2,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,75,yes,36.2,217.5,11.8,.,Testes,flat,5.8,1.1,not expanded from wall,.,.,.,yes,.,yes,small,no,No Significant Findings,3.6
Chelonia mydas,5,36,"St. Joseph Bay, Florida",NME20100111_036,0.4,Female,2,Moderately Decomposed,no,no,no,34.6,33.8,28.5,11.8,27.8,9.1,5.6,19,9.3,11.9,4.2,2.7,36.7,35.8,36.8,no,4.8,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,.,yes,17.3,90.2,6.1,28.8 (left),Ovary,.,.,.,.,all follicles <4 mm diameter,5.4,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.7
Chelonia mydas,5,38,"St. Joseph Bay, Florida",NME20100111_038,0,Female,1,Fresh Dead,no,no,no,23.5,23.2,18.3,7.2,.,8,.,13.9,7.2,8.7,2.4,2.1,24.3,24,19.8,no,1.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes,no,no,no,0,0,0,Mild/Moderate Atrophy,Severe atrophy,blood-tinged,15,.,4.1,15.9,0.8,4.8,Ovary,.,.,.,.,all follicles <4 mm diameter,2.5,<3 mm diameter,no,.,.,.,no,No Significant Findings,1.2
Chelonia mydas,5,39,"St. Joseph Bay, Florida",NME20100111_039,.,Male,1,Fresh Dead,no,no,no,56.5,55.8,44.3,19.6,.,12.7,.,28.4,11.4,18.4,6.7,3.5,58.3,57.8,49.7,no,22.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,<1,0,Well muscled/no atrophy,abundant/no atrophy,"Blood-tinged, viscous",.,yes,101,664,24.7,.,Testes,flat,7,1.3,not expanded from wall,.,.,.,yes,yes,yes,small,no,.,3.8
Chelonia mydas,5,40,"St. Joseph Bay, Florida",NME20100111_040,1.2,female,.,,no,no,no,49.7,49.3,39.1,15.7,40.7,12.2,7.6,26.7,12.9,18.1,5.3,3.9,51.6,51.5,43.7,no,14.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,<1,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,50,.,39.5,264.2,39.7,58.2,Ovary,.,.,.,.,all follicles <4 mm diameter,10,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.9
Chelonia mydas,5,41,"St. Joseph Bay, Florida",NME20100111_041,0,Female,1,Fresh Dead,no,no,no,40.8,39.9,32.3,27.9,.,10.1,.,22.1,10.8,13.6,4,2.9,42.7,41.8,35.9,no,7.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,2,2,Well muscled/no atrophy,Abundant/no atrophy,No Significant Findings,50,yes,26,186,12,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,no,.,.,.,.,No Significant Findings,3.6
Chelonia mydas,5,041_2,"St. Joseph Bay, Florida",NME20100111_041 _2,0.5,Male,.,,no,no,no,43.7,43.3,34.4,14.5,36.1,.,.,23.2,11.3,15.1,4.6,3.3,45.7,45.2,40.2,no,9.4,,NMFS SEFSC,.,no,no,no,.,.,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,.,yes,39.2,192.8,10.8,46.8(right),Testes,flat,5.1,1,not expanded from wall,.,.,.,yes,.,yes,moderate,no,other,2.3
